Giorno	Nr_treno	DataOra	Ritardo_In_Minuti
07-10-2017	2279	07/10/17 16.08.00	-1.5
07-10-2017	2281	07/10/17 18.08.00	-3.0
07-10-2017	2282	07/10/17 13.52.00	2.0
07-10-2017	2891	07/10/17 09.28.00	-0.5
07-10-2017	2913	07/10/17 08.40.00	-0.5
07-10-2017	2921	07/10/17 15.28.00	-4.5
07-10-2017	583	07/10/17 09.14.00	1.0
07-10-2017	597	07/10/17 17.14.00	-1.0
07-10-2017	605	07/10/17 09.54.00	2.0
07-10-2017	613	07/10/17 17.46.00	2.0
07-10-2017	6253	07/10/17 08.14.00	-1.5
07-10-2017	6265	07/10/17 17.08.00	3.0
07-10-2017	6485	07/10/17 09.08.00	-4.0
07-10-2017	8803	07/10/17 09.38.00	2.0
07-10-2017	8807	07/10/17 11.38.00	3.5
07-10-2017	8809	07/10/17 12.38.00	0.0
07-10-2017	8811	07/10/17 13.38.00	5.5
07-10-2017	8813	07/10/17 14.38.00	-2.0
07-10-2017	8815	07/10/17 15.38.00	-5.0
07-10-2017	8823	07/10/17 19.38.00	1.0
07-11-2017	11409	07/11/17 18.20.00	4.0
07-11-2017	11421	07/11/17 19.08.00	0.0
07-11-2017	11535	07/11/17 11.28.00	14.0
07-11-2017	11545	07/11/17 17.28.00	1.0
07-11-2017	11547	07/11/17 19.28.00	0.5
07-11-2017	2123	07/11/17 08.28.00	1.0
07-11-2017	2125	07/11/17 10.28.00	3.0
07-11-2017	2127	07/11/17 12.28.00	-2.5
07-11-2017	2131	07/11/17 16.28.00	-3.5
07-11-2017	2133	07/11/17 18.28.00	-1.0
07-11-2017	2271	07/11/17 08.02.00	1.5
07-11-2017	2275	07/11/17 12.08.00	1.5
07-11-2017	2278	07/11/17 09.52.00	3.0
07-11-2017	2279	07/11/17 16.08.00	8.0
07-11-2017	2281	07/11/17 18.08.00	-1.5
07-11-2017	2282	07/11/17 13.52.00	2.5
07-11-2017	2283	07/11/17 20.08.00	9.5
07-11-2017	2891	07/11/17 09.28.00	11.5
07-11-2017	2913	07/11/17 08.40.00	3.5
07-11-2017	2921	07/11/17 15.28.00	3.5
07-11-2017	583	07/11/17 09.14.00	10.0
07-11-2017	597	07/11/17 17.14.00	-2.5
07-11-2017	599	07/11/17 20.14.00	8.5
07-11-2017	605	07/11/17 09.54.00	7.0
07-11-2017	613	07/11/17 17.46.00	2.5
07-11-2017	6253	07/11/17 08.14.00	-1.0
07-11-2017	6265	07/11/17 17.08.00	5.5
07-11-2017	6485	07/11/17 09.08.00	9.0
07-11-2017	8803	07/11/17 09.38.00	8.5
07-11-2017	8807	07/11/17 11.38.00	13.5
07-11-2017	8809	07/11/17 12.38.00	11.0
07-11-2017	8811	07/11/17 13.38.00	17.0
07-11-2017	8813	07/11/17 14.38.00	1.5
07-11-2017	8815	07/11/17 15.38.00	2.5
07-11-2017	8823	07/11/17 19.38.00	10.5
07-12-2016	2069	07/12/16 10.28.00	2.5
07-12-2016	2123	07/12/16 08.28.00	11.5
07-12-2016	2271	07/12/16 08.02.00	-2.0
07-12-2016	2885	07/12/16 09.28.00	0.5
07-12-2016	2913	07/12/16 08.40.00	4.0
07-12-2016	6253	07/12/16 08.14.00	-2.0
07-12-2016	6485	07/12/16 09.08.00	2.5
07-12-2017	11409	07/12/17 18.20.00	1.0
07-12-2017	11421	07/12/17 19.08.00	0.5
07-12-2017	11535	07/12/17 11.28.00	0.5
07-12-2017	11545	07/12/17 17.28.00	1.5
07-12-2017	11547	07/12/17 19.28.00	5.0
07-12-2017	2123	07/12/17 08.28.00	-2.5
07-12-2017	2125	07/12/17 10.28.00	7.5
07-12-2017	2127	07/12/17 12.28.00	8.5
07-12-2017	2131	07/12/17 16.28.00	7.5
07-12-2017	2133	07/12/17 18.28.00	3.0
07-12-2017	2271	07/12/17 08.02.00	-3.5
07-12-2017	2275	07/12/17 12.08.00	-2.5
07-12-2017	2278	07/12/17 09.52.00	6.0
07-12-2017	2279	07/12/17 16.08.00	-6.0
07-12-2017	2281	07/12/17 18.08.00	-0.5
07-12-2017	2282	07/12/17 13.52.00	4.0
07-12-2017	2283	07/12/17 20.08.00	5.0
07-12-2017	2891	07/12/17 09.28.00	-1.0
07-12-2017	2913	07/12/17 08.40.00	3.0
07-12-2017	2921	07/12/17 15.28.00	7.0
07-12-2017	583	07/12/17 09.14.00	-1.5
07-12-2017	597	07/12/17 17.14.00	3.5
07-12-2017	599	07/12/17 20.14.00	0.5
07-12-2017	605	07/12/17 09.54.00	-7.0
07-12-2017	613	07/12/17 17.46.00	10.0
07-12-2017	6253	07/12/17 08.14.00	1.0
07-12-2017	6265	07/12/17 17.08.00	6.5
07-12-2017	6485	07/12/17 09.08.00	2.5
07-12-2017	8803	07/12/17 09.38.00	26.0
07-12-2017	8809	07/12/17 12.38.00	1.5
07-12-2017	8811	07/12/17 13.38.00	5.5
07-12-2017	8813	07/12/17 14.38.00	4.0
07-12-2017	8815	07/12/17 15.38.00	5.0
07-12-2017	8823	07/12/17 19.38.00	9.0
08-01-2017	2123	08/01/17 08.28.00	-2.0
08-01-2017	2131	08/01/17 16.28.00	-2.5
08-01-2017	2271	08/01/17 08.02.00	-8.0
08-01-2017	2279	08/01/17 16.08.00	2.5
08-01-2017	2281	08/01/17 18.08.00	-1.0
08-01-2017	2282	08/01/17 13.52.00	13.0
08-01-2017	2913	08/01/17 08.40.00	3.0
08-01-2017	6485	08/01/17 09.08.00	-4.5
08-01-2018	11409	08/01/18 18.20.00	3.0
08-01-2018	11421	08/01/18 19.08.00	-2.5
08-01-2018	11535	08/01/18 11.28.00	-3.5
08-01-2018	11545	08/01/18 17.28.00	-3.0
08-01-2018	11547	08/01/18 19.28.00	-1.0
08-01-2018	2123	08/01/18 08.28.00	1.5
08-01-2018	2125	08/01/18 10.28.00	18.0
08-01-2018	2127	08/01/18 12.28.00	3.0
08-01-2018	2131	08/01/18 16.28.00	-4.5
08-01-2018	2133	08/01/18 18.28.00	-4.5
08-01-2018	2137	08/01/18 20.28.00	-2.0
08-01-2018	2271	08/01/18 08.02.00	-6.0
08-01-2018	2275	08/01/18 12.08.00	-5.0
08-01-2018	2278	08/01/18 09.52.00	1.0
08-01-2018	2279	08/01/18 16.08.00	-1.0
08-01-2018	2281	08/01/18 18.08.00	-3.5
08-01-2018	2282	08/01/18 13.52.00	1.5
08-01-2018	2283	08/01/18 20.08.00	2.5
08-01-2018	2285	08/01/18 21.08.00	-2.5
08-01-2018	2287	08/01/18 22.08.00	0.5
08-01-2018	2891	08/01/18 09.28.00	1.5
08-01-2018	2913	08/01/18 08.40.00	-4.5
08-01-2018	2921	08/01/18 15.28.00	3.0
08-01-2018	583	08/01/18 09.14.00	86.5
08-01-2018	599	08/01/18 20.14.00	1.5
08-01-2018	605	08/01/18 09.54.00	0.0
08-01-2018	613	08/01/18 17.46.00	14.5
08-01-2018	6253	08/01/18 08.14.00	-4.0
08-01-2018	6265	08/01/18 17.08.00	2.5
08-01-2018	6485	08/01/18 09.08.00	-4.0
08-01-2018	8803	08/01/18 09.38.00	5.0
08-01-2018	8807	08/01/18 11.38.00	-3.0
08-01-2018	8809	08/01/18 12.38.00	-2.0
08-01-2018	8811	08/01/18 13.38.00	2.0
08-01-2018	8813	08/01/18 14.38.00	-3.0
08-01-2018	8815	08/01/18 15.38.00	-1.5
08-01-2018	8823	08/01/18 19.38.00	1.0
08-01-2018	8829	08/01/18 21.38.00	4.5
08-03-2017	11547	08/03/17 19.28.00	6.5
08-03-2017	2123	08/03/17 08.28.00	-1.0
08-03-2017	2131	08/03/17 16.28.00	-0.5
08-03-2017	2133	08/03/17 18.28.00	-2.5
08-03-2017	2271	08/03/17 08.02.00	-1.5
08-03-2017	2281	08/03/17 18.08.00	11.5
08-03-2017	2282	08/03/17 13.52.00	1.0
08-03-2017	2283	08/03/17 20.08.00	19.0
08-03-2017	2913	08/03/17 08.40.00	4.5
08-03-2017	6253	08/03/17 08.14.00	3.0
08-03-2017	6265	08/03/17 17.08.00	4.0
08-10-2017	11409	08/10/17 18.20.00	10.5
08-10-2017	11535	08/10/17 11.28.00	-2.0
08-10-2017	11545	08/10/17 17.28.00	-1.5
08-10-2017	11547	08/10/17 19.28.00	0.5
08-10-2017	2123	08/10/17 08.28.00	-3.0
08-10-2017	2127	08/10/17 12.28.00	-2.5
08-10-2017	2131	08/10/17 16.28.00	-5.0
08-10-2017	2133	08/10/17 18.28.00	5.5
08-10-2017	2271	08/10/17 08.02.00	-8.5
08-10-2017	2275	08/10/17 12.08.00	-1.5
08-10-2017	2277	08/10/17 14.08.00	-4.5
08-10-2017	2278	08/10/17 09.52.00	1.0
08-10-2017	2279	08/10/17 16.08.00	0.0
08-10-2017	2281	08/10/17 18.08.00	14.5
08-10-2017	2282	08/10/17 13.52.00	3.5
08-10-2017	2891	08/10/17 09.28.00	-2.5
08-10-2017	2913	08/10/17 08.40.00	0.5
08-10-2017	2921	08/10/17 15.28.00	-1.5
08-10-2017	583	08/10/17 09.14.00	-4.0
08-10-2017	597	08/10/17 17.14.00	-4.0
08-10-2017	605	08/10/17 09.54.00	-9.0
08-10-2017	613	08/10/17 17.46.00	26.5
08-10-2017	6485	08/10/17 09.08.00	-3.5
08-10-2017	8803	08/10/17 09.38.00	-3.0
08-10-2017	8807	08/10/17 11.38.00	11.5
08-10-2017	8809	08/10/17 12.38.00	-5.0
08-10-2017	8811	08/10/17 13.38.00	-2.0
08-10-2017	8813	08/10/17 14.38.00	-2.5
08-10-2017	8815	08/10/17 15.38.00	-5.0
08-10-2017	8823	08/10/17 19.38.00	-3.5
08-11-2017	11409	08/11/17 18.20.00	7.5
08-11-2017	11421	08/11/17 19.08.00	6.5
08-11-2017	11535	08/11/17 11.28.00	25.0
08-11-2017	11545	08/11/17 17.28.00	-3.5
08-11-2017	11547	08/11/17 19.28.00	6.0
08-11-2017	2123	08/11/17 08.28.00	2.0
08-11-2017	2125	08/11/17 10.28.00	1.0
08-11-2017	2127	08/11/17 12.28.00	-0.5
08-11-2017	2131	08/11/17 16.28.00	-2.0
08-11-2017	2133	08/11/17 18.28.00	5.0
08-11-2017	2137	08/11/17 20.28.00	-3.0
08-11-2017	2271	08/11/17 08.02.00	-3.0
08-11-2017	2275	08/11/17 12.08.00	-5.0
08-11-2017	2278	08/11/17 09.52.00	6.5
08-11-2017	2279	08/11/17 16.08.00	-4.0
08-11-2017	2281	08/11/17 18.08.00	-5.5
08-11-2017	2282	08/11/17 13.52.00	4.0
08-11-2017	2283	08/11/17 20.08.00	4.5
08-11-2017	2891	08/11/17 09.28.00	1.5
08-11-2017	2913	08/11/17 08.40.00	-1.5
08-11-2017	2921	08/11/17 15.28.00	3.5
08-11-2017	583	08/11/17 09.14.00	0.5
08-11-2017	597	08/11/17 17.14.00	-3.0
08-11-2017	599	08/11/17 20.14.00	-0.5
08-11-2017	605	08/11/17 09.54.00	-8.0
08-11-2017	613	08/11/17 17.46.00	3.0
08-11-2017	6253	08/11/17 08.14.00	-2.5
08-11-2017	6265	08/11/17 17.08.00	10.5
08-11-2017	6485	08/11/17 09.08.00	1.5
08-11-2017	8803	08/11/17 09.38.00	1.0
08-11-2017	8807	08/11/17 11.38.00	3.0
08-11-2017	8809	08/11/17 12.38.00	5.5
08-11-2017	8811	08/11/17 13.38.00	2.0
08-11-2017	8813	08/11/17 14.38.00	14.0
08-11-2017	8815	08/11/17 15.38.00	-4.0
08-11-2017	8823	08/11/17 19.38.00	10.0
08-12-2016	11409	08/12/16 18.20.00	0.0
08-12-2016	11547	08/12/16 19.28.00	-0.5
08-12-2016	2123	08/12/16 08.28.00	-3.5
08-12-2016	2131	08/12/16 16.28.00	26.5
08-12-2016	2133	08/12/16 18.28.00	30.5
08-12-2016	2271	08/12/16 08.02.00	-8.5
08-12-2016	2279	08/12/16 16.08.00	-6.5
08-12-2016	2281	08/12/16 18.08.00	46.0
08-12-2016	2282	08/12/16 13.52.00	2.0
08-12-2016	2283	08/12/16 20.08.00	-0.5
08-12-2016	2913	08/12/16 08.40.00	-5.5
08-12-2016	6485	08/12/16 09.08.00	-3.0
08-12-2017	11409	08/12/17 18.20.00	5.0
08-12-2017	11535	08/12/17 11.28.00	-1.5
08-12-2017	11545	08/12/17 17.28.00	1.0
08-12-2017	11547	08/12/17 19.28.00	7.5
08-12-2017	2123	08/12/17 08.28.00	0.5
08-12-2017	2127	08/12/17 12.28.00	-4.0
08-12-2017	2131	08/12/17 16.28.00	-3.0
08-12-2017	2133	08/12/17 18.28.00	22.0
08-12-2017	2137	08/12/17 20.28.00	1.5
08-12-2017	2271	08/12/17 08.02.00	-7.5
08-12-2017	2275	08/12/17 12.08.00	1.5
08-12-2017	2277	08/12/17 14.08.00	9.5
08-12-2017	2278	08/12/17 09.52.00	3.5
08-12-2017	2279	08/12/17 16.08.00	0.0
08-12-2017	2281	08/12/17 18.08.00	-6.5
08-12-2017	2282	08/12/17 13.52.00	2.0
08-12-2017	2283	08/12/17 20.08.00	3.5
08-12-2017	2891	08/12/17 09.28.00	5.5
08-12-2017	2913	08/12/17 08.40.00	7.5
08-12-2017	2921	08/12/17 15.28.00	-1.5
08-12-2017	583	08/12/17 09.14.00	21.0
08-12-2017	597	08/12/17 17.14.00	-1.5
08-12-2017	599	08/12/17 20.14.00	-1.5
08-12-2017	605	08/12/17 09.54.00	-1.0
08-12-2017	613	08/12/17 17.46.00	-2.0
08-12-2017	6485	08/12/17 09.08.00	-5.0
08-12-2017	8803	08/12/17 09.38.00	5.0
08-12-2017	8807	08/12/17 11.38.00	14.5
08-12-2017	8809	08/12/17 12.38.00	4.5
08-12-2017	8811	08/12/17 13.38.00	6.0
08-12-2017	8813	08/12/17 14.38.00	2.5
08-12-2017	8815	08/12/17 15.38.00	1.5
08-12-2017	8823	08/12/17 19.38.00	5.0
09-01-2017	2123	09/01/17 08.28.00	-3.5
09-01-2017	2271	09/01/17 08.02.00	-6.5
09-01-2017	2282	09/01/17 13.52.00	3.0
09-01-2017	2913	09/01/17 08.40.00	3.5
09-01-2017	6253	09/01/17 08.14.00	10.5
09-01-2017	6485	09/01/17 09.08.00	2.0
09-01-2018	11409	09/01/18 18.20.00	1.0
09-01-2018	11421	09/01/18 19.08.00	-3.0
09-01-2018	11545	09/01/18 17.28.00	-1.0
09-01-2018	11547	09/01/18 19.28.00	1.0
09-01-2018	2123	09/01/18 08.28.00	12.5
09-01-2018	2125	09/01/18 10.28.00	-4.0
09-01-2018	2127	09/01/18 12.28.00	-4.0
09-01-2018	2131	09/01/18 16.28.00	-1.5
09-01-2018	2133	09/01/18 18.28.00	-4.5
09-01-2018	2137	09/01/18 20.28.00	28.0
09-01-2018	2271	09/01/18 08.02.00	-8.5
09-01-2018	2275	09/01/18 12.08.00	-5.5
09-01-2018	2278	09/01/18 09.52.00	3.0
09-01-2018	2279	09/01/18 16.08.00	-4.0
09-01-2018	2281	09/01/18 18.08.00	0.5
09-01-2018	2282	09/01/18 13.52.00	3.0
09-01-2018	2283	09/01/18 20.08.00	30.0
09-01-2018	2285	09/01/18 21.08.00	0.0
09-01-2018	2287	09/01/18 22.08.00	2.0
09-01-2018	2891	09/01/18 09.28.00	3.0
09-01-2018	2921	09/01/18 15.28.00	9.5
09-01-2018	583	09/01/18 09.14.00	0.0
09-01-2018	599	09/01/18 20.14.00	35.5
09-01-2018	605	09/01/18 09.54.00	-5.5
09-01-2018	613	09/01/18 17.46.00	10.5
09-01-2018	6253	09/01/18 08.14.00	0.5
09-01-2018	6265	09/01/18 17.08.00	6.0
09-01-2018	6485	09/01/18 09.08.00	3.0
09-01-2018	8803	09/01/18 09.38.00	5.0
09-01-2018	8807	09/01/18 11.38.00	-2.5
09-01-2018	8809	09/01/18 12.38.00	2.0
09-01-2018	8811	09/01/18 13.38.00	6.5
09-01-2018	8813	09/01/18 14.38.00	-5.0
09-01-2018	8815	09/01/18 15.38.00	3.5
09-01-2018	8823	09/01/18 19.38.00	22.0
09-01-2018	8829	09/01/18 21.38.00	7.5
09-03-2017	11409	09/03/17 18.20.00	2.5
09-03-2017	11421	09/03/17 19.08.00	5.0
09-03-2017	11547	09/03/17 19.28.00	3.0
09-03-2017	2123	09/03/17 08.28.00	1.0
09-03-2017	2131	09/03/17 16.28.00	2.5
09-03-2017	2133	09/03/17 18.28.00	2.5
09-03-2017	2271	09/03/17 08.02.00	-7.5
09-03-2017	2279	09/03/17 16.08.00	-1.5
09-03-2017	2281	09/03/17 18.08.00	-7.0
09-03-2017	2282	09/03/17 13.52.00	1.5
09-03-2017	2283	09/03/17 20.08.00	-3.5
09-03-2017	2913	09/03/17 08.40.00	-0.5
09-03-2017	6253	09/03/17 08.14.00	2.5
09-03-2017	6265	09/03/17 17.08.00	5.0
09-03-2017	6485	09/03/17 09.08.00	0.5
09-10-2017	11409	09/10/17 18.20.00	0.0
09-10-2017	11421	09/10/17 19.08.00	-2.0
09-10-2017	11535	09/10/17 11.28.00	-1.0
09-10-2017	11545	09/10/17 17.28.00	-2.5
09-10-2017	11547	09/10/17 19.28.00	2.5
09-10-2017	2123	09/10/17 08.28.00	12.0
09-10-2017	2125	09/10/17 10.28.00	1.0
09-10-2017	2127	09/10/17 12.28.00	4.0
09-10-2017	2131	09/10/17 16.28.00	-3.0
09-10-2017	2133	09/10/17 18.28.00	-4.0
09-10-2017	2271	09/10/17 08.02.00	6.0
09-10-2017	2275	09/10/17 12.08.00	-5.0
09-10-2017	2278	09/10/17 09.52.00	2.0
09-10-2017	2279	09/10/17 16.08.00	5.5
09-10-2017	2281	09/10/17 18.08.00	-3.5
09-10-2017	2282	09/10/17 13.52.00	3.5
09-10-2017	2891	09/10/17 09.28.00	31.0
09-10-2017	2913	09/10/17 08.40.00	3.5
09-10-2017	2921	09/10/17 15.28.00	-3.5
09-10-2017	583	09/10/17 09.14.00	-4.5
09-10-2017	597	09/10/17 17.14.00	-0.5
09-10-2017	605	09/10/17 09.54.00	-3.5
09-10-2017	613	09/10/17 17.46.00	0.5
09-10-2017	6253	09/10/17 08.14.00	16.5
09-10-2017	6265	09/10/17 17.08.00	1.5
09-10-2017	6485	09/10/17 09.08.00	-3.5
09-10-2017	8803	09/10/17 09.38.00	0.0
09-10-2017	8807	09/10/17 11.38.00	2.5
09-10-2017	8809	09/10/17 12.38.00	-3.5
09-10-2017	8811	09/10/17 13.38.00	4.5
09-10-2017	8813	09/10/17 14.38.00	1.5
09-10-2017	8815	09/10/17 15.38.00	4.5
09-10-2017	8823	09/10/17 19.38.00	0.5
09-12-2016	2282	09/12/16 13.52.00	1.0
09-12-2017	11409	09/12/17 18.20.00	0.0
09-12-2017	11421	09/12/17 19.08.00	3.0
09-12-2017	11535	09/12/17 11.28.00	-1.0
09-12-2017	11545	09/12/17 17.28.00	-1.5
09-12-2017	11547	09/12/17 19.28.00	-3.5
09-12-2017	2123	09/12/17 08.28.00	6.0
09-12-2017	2127	09/12/17 12.28.00	4.0
09-12-2017	2131	09/12/17 16.28.00	3.0
09-12-2017	2133	09/12/17 18.28.00	3.0
09-12-2017	2137	09/12/17 20.28.00	-3.0
09-12-2017	2271	09/12/17 08.02.00	-7.0
09-12-2017	2275	09/12/17 12.08.00	3.0
09-12-2017	2277	09/12/17 14.08.00	2.5
09-12-2017	2278	09/12/17 09.52.00	1.5
09-12-2017	2279	09/12/17 16.08.00	-4.5
09-12-2017	2281	09/12/17 18.08.00	-1.0
09-12-2017	2282	09/12/17 13.52.00	2.0
09-12-2017	2283	09/12/17 20.08.00	1.5
09-12-2017	2891	09/12/17 09.28.00	-2.0
09-12-2017	2913	09/12/17 08.40.00	2.5
09-12-2017	2921	09/12/17 15.28.00	3.5
09-12-2017	583	09/12/17 09.14.00	-3.0
09-12-2017	597	09/12/17 17.14.00	-5.5
09-12-2017	599	09/12/17 20.14.00	3.5
09-12-2017	605	09/12/17 09.54.00	2.0
09-12-2017	613	09/12/17 17.46.00	4.5
09-12-2017	6253	09/12/17 08.14.00	-3.0
09-12-2017	6265	09/12/17 17.08.00	-3.0
09-12-2017	6485	09/12/17 09.08.00	-4.0
09-12-2017	8803	09/12/17 09.38.00	5.5
09-12-2017	8807	09/12/17 11.38.00	13.0
09-12-2017	8809	09/12/17 12.38.00	5.0
09-12-2017	8811	09/12/17 13.38.00	11.0
09-12-2017	8813	09/12/17 14.38.00	8.5
09-12-2017	8815	09/12/17 15.38.00	0.0
09-12-2017	8823	09/12/17 19.38.00	1.0
10-01-2017	2123	10/01/17 08.28.00	-3.0
10-01-2017	2271	10/01/17 08.02.00	-3.0
10-01-2017	6253	10/01/17 08.14.00	0.5
10-01-2017	6485	10/01/17 09.08.00	-3.0
10-03-2017	11409	10/03/17 18.20.00	-1.5
10-03-2017	11421	10/03/17 19.08.00	0.0
10-03-2017	11547	10/03/17 19.28.00	2.0
10-03-2017	2123	10/03/17 08.28.00	2.5
10-03-2017	2131	10/03/17 16.28.00	-0.5
10-03-2017	2133	10/03/17 18.28.00	-4.5
10-03-2017	2271	10/03/17 08.02.00	-3.5
10-03-2017	2279	10/03/17 16.08.00	16.0
10-03-2017	2281	10/03/17 18.08.00	-2.0
10-03-2017	2282	10/03/17 13.52.00	4.0
10-03-2017	2283	10/03/17 20.08.00	13.5
10-03-2017	2913	10/03/17 08.40.00	3.5
10-03-2017	6253	10/03/17 08.14.00	2.0
10-03-2017	6265	10/03/17 17.08.00	2.0
10-03-2017	6485	10/03/17 09.08.00	-1.5
10-10-2017	11409	10/10/17 18.20.00	3.5
10-10-2017	11421	10/10/17 19.08.00	2.0
10-10-2017	11535	10/10/17 11.28.00	8.5
10-10-2017	11545	10/10/17 17.28.00	-6.0
10-10-2017	11547	10/10/17 19.28.00	3.0
10-10-2017	2123	10/10/17 08.28.00	-2.5
10-10-2017	2125	10/10/17 10.28.00	1.5
10-10-2017	2127	10/10/17 12.28.00	2.5
10-10-2017	2131	10/10/17 16.28.00	3.0
10-10-2017	2133	10/10/17 18.28.00	3.0
10-10-2017	2271	10/10/17 08.02.00	-7.5
10-10-2017	2275	10/10/17 12.08.00	0.5
10-10-2017	2278	10/10/17 09.52.00	3.0
10-10-2017	2279	10/10/17 16.08.00	-6.0
10-10-2017	2281	10/10/17 18.08.00	8.0
10-10-2017	2282	10/10/17 13.52.00	1.5
10-10-2017	2891	10/10/17 09.28.00	3.0
10-10-2017	2913	10/10/17 08.40.00	2.0
10-10-2017	2921	10/10/17 15.28.00	0.5
10-10-2017	583	10/10/17 09.14.00	-6.0
10-10-2017	597	10/10/17 17.14.00	-4.0
10-10-2017	605	10/10/17 09.54.00	4.0
10-10-2017	613	10/10/17 17.46.00	0.0
10-10-2017	6253	10/10/17 08.14.00	-2.0
10-10-2017	6265	10/10/17 17.08.00	0.5
10-10-2017	6485	10/10/17 09.08.00	-3.0
10-10-2017	8803	10/10/17 09.38.00	6.0
10-10-2017	8807	10/10/17 11.38.00	0.5
10-10-2017	8809	10/10/17 12.38.00	4.0
10-10-2017	8811	10/10/17 13.38.00	0.5
10-10-2017	8813	10/10/17 14.38.00	-2.5
10-10-2017	8815	10/10/17 15.38.00	3.5
10-10-2017	8823	10/10/17 19.38.00	1.5
10-12-2017	11409	10/12/17 18.20.00	4.5
10-12-2017	11535	10/12/17 11.28.00	-2.5
10-12-2017	11545	10/12/17 17.28.00	-3.5
10-12-2017	11547	10/12/17 19.28.00	6.0
10-12-2017	2123	10/12/17 08.28.00	0.0
10-12-2017	2127	10/12/17 12.28.00	5.0
10-12-2017	2131	10/12/17 16.28.00	-2.5
10-12-2017	2133	10/12/17 18.28.00	0.0
10-12-2017	2271	10/12/17 08.02.00	7.0
10-12-2017	2275	10/12/17 12.08.00	2.0
10-12-2017	2277	10/12/17 14.08.00	-2.5
10-12-2017	2278	10/12/17 09.52.00	2.0
10-12-2017	2279	10/12/17 16.08.00	8.5
10-12-2017	2281	10/12/17 18.08.00	5.5
10-12-2017	2282	10/12/17 13.52.00	1.5
10-12-2017	2283	10/12/17 20.08.00	5.5
10-12-2017	2891	10/12/17 09.28.00	-2.0
10-12-2017	2913	10/12/17 08.40.00	3.0
10-12-2017	2921	10/12/17 15.28.00	-1.0
10-12-2017	583	10/12/17 09.14.00	-3.0
10-12-2017	597	10/12/17 17.14.00	-3.0
10-12-2017	599	10/12/17 20.14.00	3.5
10-12-2017	605	10/12/17 09.54.00	-6.0
10-12-2017	613	10/12/17 17.46.00	9.0
10-12-2017	6485	10/12/17 09.08.00	-2.5
10-12-2017	8803	10/12/17 09.38.00	1.5
10-12-2017	8807	10/12/17 11.38.00	13.5
10-12-2017	8809	10/12/17 12.38.00	15.5
10-12-2017	8811	10/12/17 13.38.00	1.0
10-12-2017	8813	10/12/17 14.38.00	5.5
10-12-2017	8815	10/12/17 15.38.00	17.5
10-12-2017	8823	10/12/17 19.38.00	1.0
11-01-2017	11409	11/01/17 18.20.00	2.0
11-01-2017	11421	11/01/17 19.08.00	1.5
11-01-2017	11547	11/01/17 19.28.00	0.0
11-01-2017	2123	11/01/17 08.28.00	-1.0
11-01-2017	2131	11/01/17 16.28.00	-3.0
11-01-2017	2133	11/01/17 18.28.00	2.5
11-01-2017	2271	11/01/17 08.02.00	-6.5
11-01-2017	2279	11/01/17 16.08.00	-5.0
11-01-2017	2281	11/01/17 18.08.00	-3.5
11-01-2017	2282	11/01/17 13.52.00	1.5
11-01-2017	2913	11/01/17 08.40.00	-2.5
11-01-2017	6253	11/01/17 08.14.00	-2.5
11-01-2017	6265	11/01/17 17.08.00	6.0
11-01-2017	6485	11/01/17 09.08.00	0.0
11-03-2017	11409	11/03/17 18.20.00	-6.0
11-03-2017	11421	11/03/17 19.08.00	12.0
11-03-2017	11547	11/03/17 19.28.00	1.5
11-03-2017	2123	11/03/17 08.28.00	1.5
11-03-2017	2131	11/03/17 16.28.00	4.5
11-03-2017	2133	11/03/17 18.28.00	8.0
11-03-2017	2271	11/03/17 08.02.00	-7.5
11-03-2017	2279	11/03/17 16.08.00	-1.5
11-03-2017	2281	11/03/17 18.08.00	-5.0
11-03-2017	2282	11/03/17 13.52.00	1.5
11-03-2017	2283	11/03/17 20.08.00	0.5
11-03-2017	2913	11/03/17 08.40.00	-2.5
11-03-2017	6253	11/03/17 08.14.00	1.5
11-03-2017	6265	11/03/17 17.08.00	2.5
11-03-2017	6485	11/03/17 09.08.00	2.0
11-10-2017	11409	11/10/17 18.20.00	-2.5
11-10-2017	11421	11/10/17 19.08.00	3.0
11-10-2017	11535	11/10/17 11.28.00	-1.0
11-10-2017	11545	11/10/17 17.28.00	-3.0
11-10-2017	11547	11/10/17 19.28.00	0.0
11-10-2017	2123	11/10/17 08.28.00	1.5
11-10-2017	2125	11/10/17 10.28.00	4.0
11-10-2017	2127	11/10/17 12.28.00	3.5
11-10-2017	2131	11/10/17 16.28.00	-3.0
11-10-2017	2133	11/10/17 18.28.00	-1.5
11-10-2017	2271	11/10/17 08.02.00	-7.0
11-10-2017	2275	11/10/17 12.08.00	-7.0
11-10-2017	2278	11/10/17 09.52.00	2.5
11-10-2017	2279	11/10/17 16.08.00	-1.5
11-10-2017	2281	11/10/17 18.08.00	-2.5
11-10-2017	2282	11/10/17 13.52.00	8.0
11-10-2017	2891	11/10/17 09.28.00	1.5
11-10-2017	2913	11/10/17 08.40.00	-1.5
11-10-2017	2921	11/10/17 15.28.00	-2.5
11-10-2017	583	11/10/17 09.14.00	-2.5
11-10-2017	597	11/10/17 17.14.00	1.0
11-10-2017	605	11/10/17 09.54.00	2.5
11-10-2017	613	11/10/17 17.46.00	4.5
11-10-2017	6253	11/10/17 08.14.00	0.5
11-10-2017	6265	11/10/17 17.08.00	-1.5
11-10-2017	6485	11/10/17 09.08.00	0.0
11-10-2017	8803	11/10/17 09.38.00	-4.0
