Giorno	Nr_treno	DataOra	Ritardo_In_Minuti
01-10-2017	613	01/10/17 17.46.00	-0.5
01-10-2017	8823	01/10/17 19.38.00	-1.5
01-10-2017	8829	01/10/17 21.38.00	4.0
01-11-2017	11409	01/11/17 18.20.00	-2.5
01-11-2017	11535	01/11/17 11.28.00	0.0
01-11-2017	11545	01/11/17 17.28.00	-3.5
01-11-2017	11547	01/11/17 19.28.00	-1.0
01-11-2017	2123	01/11/17 08.28.00	-3.0
01-11-2017	2127	01/11/17 12.28.00	2.5
01-11-2017	2131	01/11/17 16.28.00	-3.5
01-11-2017	2133	01/11/17 18.28.00	-4.0
01-11-2017	2271	01/11/17 08.02.00	-7.5
01-11-2017	2275	01/11/17 12.08.00	-6.0
01-11-2017	2277	01/11/17 14.08.00	1.5
01-11-2017	2278	01/11/17 09.52.00	1.5
01-11-2017	2279	01/11/17 16.08.00	-5.0
01-11-2017	2281	01/11/17 18.08.00	-3.5
01-11-2017	2282	01/11/17 13.52.00	1.0
01-11-2017	2283	01/11/17 20.08.00	-4.0
01-11-2017	2891	01/11/17 09.28.00	-3.5
01-11-2017	2913	01/11/17 08.40.00	-2.5
01-11-2017	2921	01/11/17 15.28.00	-2.0
01-11-2017	583	01/11/17 09.14.00	-2.5
01-11-2017	597	01/11/17 17.14.00	-5.5
01-11-2017	599	01/11/17 20.14.00	-7.0
01-11-2017	605	01/11/17 09.54.00	-9.5
01-11-2017	613	01/11/17 17.46.00	-0.5
01-11-2017	6485	01/11/17 09.08.00	-2.0
01-11-2017	8803	01/11/17 09.38.00	-3.5
01-11-2017	8807	01/11/17 11.38.00	-3.5
01-11-2017	8809	01/11/17 12.38.00	-4.5
01-11-2017	8811	01/11/17 13.38.00	-1.5
01-11-2017	8813	01/11/17 14.38.00	-5.0
01-11-2017	8815	01/11/17 15.38.00	-5.5
01-11-2017	8823	01/11/17 19.38.00	0.0
01-12-2016	11409	01/12/16 18.20.00	0.0
01-12-2016	11421	01/12/16 19.08.00	3.0
01-12-2016	11547	01/12/16 19.28.00	-0.5
01-12-2016	2069	01/12/16 10.28.00	1.5
01-12-2016	2123	01/12/16 08.28.00	4.5
01-12-2016	2131	01/12/16 16.28.00	-4.0
01-12-2016	2133	01/12/16 18.28.00	2.5
01-12-2016	2271	01/12/16 08.02.00	-4.0
01-12-2016	2279	01/12/16 16.08.00	-3.5
01-12-2016	2281	01/12/16 18.08.00	8.0
01-12-2016	2282	01/12/16 13.52.00	1.5
01-12-2016	2283	01/12/16 20.08.00	3.0
01-12-2016	2885	01/12/16 09.28.00	4.0
01-12-2016	2913	01/12/16 08.40.00	2.0
01-12-2016	6253	01/12/16 08.14.00	-2.0
01-12-2016	6265	01/12/16 17.08.00	1.0
01-12-2016	6485	01/12/16 09.08.00	0.5
01-12-2017	11409	01/12/17 18.20.00	6.5
01-12-2017	11421	01/12/17 19.08.00	1.5
01-12-2017	11535	01/12/17 11.28.00	2.0
01-12-2017	11545	01/12/17 17.28.00	-1.0
01-12-2017	11547	01/12/17 19.28.00	2.0
01-12-2017	2123	01/12/17 08.28.00	7.0
01-12-2017	2125	01/12/17 10.28.00	3.5
01-12-2017	2127	01/12/17 12.28.00	1.5
01-12-2017	2131	01/12/17 16.28.00	4.5
01-12-2017	2133	01/12/17 18.28.00	2.5
01-12-2017	2137	01/12/17 20.28.00	10.5
01-12-2017	2271	01/12/17 08.02.00	1.0
01-12-2017	2275	01/12/17 12.08.00	-2.0
01-12-2017	2278	01/12/17 09.52.00	1.5
01-12-2017	2279	01/12/17 16.08.00	8.0
01-12-2017	2281	01/12/17 18.08.00	-3.5
01-12-2017	2282	01/12/17 13.52.00	4.0
01-12-2017	2283	01/12/17 20.08.00	13.0
01-12-2017	2891	01/12/17 09.28.00	2.5
01-12-2017	2913	01/12/17 08.40.00	11.5
01-12-2017	2921	01/12/17 15.28.00	7.5
01-12-2017	583	01/12/17 09.14.00	-2.0
01-12-2017	597	01/12/17 17.14.00	-2.5
01-12-2017	599	01/12/17 20.14.00	14.0
01-12-2017	605	01/12/17 09.54.00	4.5
01-12-2017	613	01/12/17 17.46.00	2.0
01-12-2017	6253	01/12/17 08.14.00	8.0
01-12-2017	6265	01/12/17 17.08.00	0.0
01-12-2017	6485	01/12/17 09.08.00	-3.0
01-12-2017	8803	01/12/17 09.38.00	13.0
01-12-2017	8807	01/12/17 11.38.00	1.5
01-12-2017	8809	01/12/17 12.38.00	10.0
01-12-2017	8811	01/12/17 13.38.00	10.5
01-12-2017	8813	01/12/17 14.38.00	8.5
01-12-2017	8815	01/12/17 15.38.00	7.0
01-12-2017	8823	01/12/17 19.38.00	21.0
02-01-2017	11409	02/01/17 18.20.00	-4.5
02-01-2017	2123	02/01/17 08.28.00	-2.0
02-01-2017	2131	02/01/17 16.28.00	2.0
02-01-2017	2271	02/01/17 08.02.00	-6.0
02-01-2017	2279	02/01/17 16.08.00	-5.5
02-01-2017	2281	02/01/17 18.08.00	-0.5
02-01-2017	2282	02/01/17 13.52.00	1.5
02-01-2017	2913	02/01/17 08.40.00	2.0
02-01-2017	6253	02/01/17 08.14.00	-3.0
02-01-2017	6265	02/01/17 17.08.00	-1.0
02-01-2017	6485	02/01/17 09.08.00	0.0
02-01-2018	11409	02/01/18 18.20.00	-3.0
02-01-2018	11421	02/01/18 19.08.00	-1.0
02-01-2018	11535	02/01/18 11.28.00	-4.0
02-01-2018	11545	02/01/18 17.28.00	-5.0
02-01-2018	11547	02/01/18 19.28.00	-3.0
02-01-2018	2123	02/01/18 08.28.00	-3.5
02-01-2018	2125	02/01/18 10.28.00	-6.0
02-01-2018	2127	02/01/18 12.28.00	-3.5
02-01-2018	2131	02/01/18 16.28.00	-1.0
02-01-2018	2133	02/01/18 18.28.00	-4.0
02-01-2018	2137	02/01/18 20.28.00	7.0
02-01-2018	2271	02/01/18 08.02.00	-8.0
02-01-2018	2275	02/01/18 12.08.00	-2.5
02-01-2018	2278	02/01/18 09.52.00	3.0
02-01-2018	2279	02/01/18 16.08.00	-6.0
02-01-2018	2281	02/01/18 18.08.00	-3.0
02-01-2018	2282	02/01/18 13.52.00	11.0
02-01-2018	2283	02/01/18 20.08.00	-4.0
02-01-2018	2285	02/01/18 21.08.00	1.0
02-01-2018	2287	02/01/18 22.08.00	-3.5
02-01-2018	2891	02/01/18 09.28.00	-0.5
02-01-2018	2913	02/01/18 08.40.00	-4.5
02-01-2018	2921	02/01/18 15.28.00	-4.0
02-01-2018	583	02/01/18 09.14.00	-6.5
02-01-2018	597	02/01/18 17.14.00	-5.0
02-01-2018	599	02/01/18 20.14.00	-4.0
02-01-2018	605	02/01/18 09.54.00	-6.5
02-01-2018	613	02/01/18 17.46.00	2.5
02-01-2018	6253	02/01/18 08.14.00	-3.5
02-01-2018	6265	02/01/18 17.08.00	-2.5
02-01-2018	6485	02/01/18 09.08.00	-3.5
02-01-2018	8803	02/01/18 09.38.00	-2.5
02-01-2018	8807	02/01/18 11.38.00	-2.0
02-01-2018	8809	02/01/18 12.38.00	22.5
02-01-2018	8811	02/01/18 13.38.00	5.0
02-01-2018	8813	02/01/18 14.38.00	-4.5
02-01-2018	8815	02/01/18 15.38.00	2.0
02-01-2018	8823	02/01/18 19.38.00	-0.5
02-01-2018	8829	02/01/18 21.38.00	6.0
02-03-2017	11409	02/03/17 18.20.00	3.0
02-03-2017	11421	02/03/17 19.08.00	9.0
02-03-2017	11547	02/03/17 19.28.00	4.0
02-03-2017	2123	02/03/17 08.28.00	-1.5
02-03-2017	2131	02/03/17 16.28.00	-2.5
02-03-2017	2133	02/03/17 18.28.00	0.5
02-03-2017	2271	02/03/17 08.02.00	-4.0
02-03-2017	2279	02/03/17 16.08.00	-4.0
02-03-2017	2281	02/03/17 18.08.00	0.0
02-03-2017	2282	02/03/17 13.52.00	2.5
02-03-2017	2283	02/03/17 20.08.00	4.5
02-03-2017	2913	02/03/17 08.40.00	-0.5
02-03-2017	6253	02/03/17 08.14.00	0.0
02-03-2017	6265	02/03/17 17.08.00	4.0
02-03-2017	6485	02/03/17 09.08.00	-2.0
02-10-2017	11409	02/10/17 18.20.00	0.5
02-10-2017	11421	02/10/17 19.08.00	-2.0
02-10-2017	11535	02/10/17 11.28.00	-3.0
02-10-2017	11545	02/10/17 17.28.00	-1.0
02-10-2017	11547	02/10/17 19.28.00	5.5
02-10-2017	2123	02/10/17 08.28.00	11.0
02-10-2017	2125	02/10/17 10.28.00	-2.0
02-10-2017	2127	02/10/17 12.28.00	0.0
02-10-2017	2131	02/10/17 16.28.00	1.0
02-10-2017	2133	02/10/17 18.28.00	3.5
02-10-2017	2137	02/10/17 20.28.00	-3.0
02-10-2017	2271	02/10/17 08.02.00	-6.5
02-10-2017	2275	02/10/17 12.08.00	5.5
02-10-2017	2278	02/10/17 09.52.00	4.5
02-10-2017	2279	02/10/17 16.08.00	24.0
02-10-2017	2281	02/10/17 18.08.00	2.5
02-10-2017	2282	02/10/17 13.52.00	3.0
02-10-2017	2283	02/10/17 20.08.00	-3.0
02-10-2017	2285	02/10/17 21.08.00	-3.5
02-10-2017	2287	02/10/17 22.08.00	10.0
02-10-2017	2891	02/10/17 09.28.00	2.5
02-10-2017	2899	02/10/17 22.30.00	4.0
02-10-2017	2913	02/10/17 08.40.00	3.5
02-10-2017	2921	02/10/17 15.28.00	4.5
02-10-2017	2929	02/10/17 23.28.00	-2.0
02-10-2017	583	02/10/17 09.14.00	-3.5
02-10-2017	597	02/10/17 17.14.00	-1.0
02-10-2017	599	02/10/17 20.14.00	-0.5
02-10-2017	605	02/10/17 09.54.00	-6.5
02-10-2017	613	02/10/17 17.46.00	-0.5
02-10-2017	6253	02/10/17 08.14.00	-3.0
02-10-2017	6265	02/10/17 17.08.00	-2.0
02-10-2017	6485	02/10/17 09.08.00	0.0
02-10-2017	8803	02/10/17 09.38.00	-0.5
02-10-2017	8807	02/10/17 11.38.00	10.5
02-10-2017	8809	02/10/17 12.38.00	13.5
02-10-2017	8811	02/10/17 13.38.00	18.0
02-10-2017	8813	02/10/17 14.38.00	15.0
02-10-2017	8815	02/10/17 15.38.00	2.5
02-10-2017	8823	02/10/17 19.38.00	2.0
02-10-2017	8829	02/10/17 21.38.00	8.5
02-11-2017	11421	02/11/17 19.08.00	6.0
02-11-2017	11535	02/11/17 11.28.00	2.5
02-11-2017	11545	02/11/17 17.28.00	-1.5
02-11-2017	11547	02/11/17 19.28.00	2.0
02-11-2017	2123	02/11/17 08.28.00	-2.0
02-11-2017	2125	02/11/17 10.28.00	-1.0
02-11-2017	2127	02/11/17 12.28.00	-1.0
02-11-2017	2131	02/11/17 16.28.00	3.5
02-11-2017	2133	02/11/17 18.28.00	1.5
02-11-2017	2271	02/11/17 08.02.00	-4.5
02-11-2017	2275	02/11/17 12.08.00	16.0
02-11-2017	2278	02/11/17 09.52.00	3.0
02-11-2017	2279	02/11/17 16.08.00	-2.5
02-11-2017	2281	02/11/17 18.08.00	-6.0
02-11-2017	2282	02/11/17 13.52.00	1.5
02-11-2017	2283	02/11/17 20.08.00	-1.0
02-11-2017	2891	02/11/17 09.28.00	6.5
02-11-2017	2913	02/11/17 08.40.00	-1.5
02-11-2017	2921	02/11/17 15.28.00	-0.5
02-11-2017	583	02/11/17 09.14.00	-5.0
02-11-2017	597	02/11/17 17.14.00	-3.0
02-11-2017	599	02/11/17 20.14.00	-5.0
02-11-2017	605	02/11/17 09.54.00	-6.0
02-11-2017	613	02/11/17 17.46.00	-1.5
02-11-2017	6253	02/11/17 08.14.00	-4.5
02-11-2017	6265	02/11/17 17.08.00	-0.5
02-11-2017	6485	02/11/17 09.08.00	-2.0
02-11-2017	8803	02/11/17 09.38.00	2.0
02-11-2017	8807	02/11/17 11.38.00	23.0
02-11-2017	8809	02/11/17 12.38.00	0.5
02-11-2017	8811	02/11/17 13.38.00	3.0
02-11-2017	8813	02/11/17 14.38.00	-3.5
02-11-2017	8815	02/11/17 15.38.00	-5.5
02-11-2017	8823	02/11/17 19.38.00	4.5
02-12-2016	2069	02/12/16 10.28.00	-0.5
02-12-2016	2123	02/12/16 08.28.00	4.5
02-12-2016	2271	02/12/16 08.02.00	-1.5
02-12-2016	2279	02/12/16 16.08.00	-5.0
02-12-2016	2282	02/12/16 13.52.00	2.5
02-12-2016	2885	02/12/16 09.28.00	6.0
02-12-2016	2913	02/12/16 08.40.00	-4.0
02-12-2016	6253	02/12/16 08.14.00	0.0
02-12-2016	6485	02/12/16 09.08.00	1.5
02-12-2017	2123	02/12/17 08.28.00	0.0
02-12-2017	2271	02/12/17 08.02.00	-1.0
02-12-2017	2913	02/12/17 08.40.00	2.0
02-12-2017	6253	02/12/17 08.14.00	-4.0
03-01-2017	2123	03/01/17 08.28.00	-2.5
03-01-2017	2131	03/01/17 16.28.00	-2.5
03-01-2017	2271	03/01/17 08.02.00	-8.0
03-01-2017	2279	03/01/17 16.08.00	-6.0
03-01-2017	2282	03/01/17 13.52.00	1.5
03-01-2017	2913	03/01/17 08.40.00	30.0
03-01-2017	6253	03/01/17 08.14.00	-1.5
03-01-2017	6265	03/01/17 17.08.00	-4.0
03-01-2017	6485	03/01/17 09.08.00	-1.5
03-01-2018	11409	03/01/18 18.20.00	1.5
03-01-2018	11421	03/01/18 19.08.00	-2.5
03-01-2018	11535	03/01/18 11.28.00	-4.0
03-01-2018	11545	03/01/18 17.28.00	-0.5
03-01-2018	11547	03/01/18 19.28.00	-2.0
03-01-2018	2123	03/01/18 08.28.00	-4.5
03-01-2018	2125	03/01/18 10.28.00	-2.0
03-01-2018	2127	03/01/18 12.28.00	-2.5
03-01-2018	2131	03/01/18 16.28.00	-4.5
03-01-2018	2133	03/01/18 18.28.00	-3.5
03-01-2018	2137	03/01/18 20.28.00	-1.5
03-01-2018	2271	03/01/18 08.02.00	-8.0
03-01-2018	2275	03/01/18 12.08.00	-3.0
03-01-2018	2278	03/01/18 09.52.00	1.5
03-01-2018	2279	03/01/18 16.08.00	-6.0
03-01-2018	2281	03/01/18 18.08.00	0.0
03-01-2018	2282	03/01/18 13.52.00	2.0
03-01-2018	2283	03/01/18 20.08.00	2.0
03-01-2018	2285	03/01/18 21.08.00	-2.0
03-01-2018	2891	03/01/18 09.28.00	1.5
03-01-2018	2913	03/01/18 08.40.00	-3.0
03-01-2018	2921	03/01/18 15.28.00	-6.0
03-01-2018	583	03/01/18 09.14.00	-6.5
03-01-2018	597	03/01/18 17.14.00	-3.5
03-01-2018	599	03/01/18 20.14.00	-1.0
03-01-2018	605	03/01/18 09.54.00	-2.0
03-01-2018	613	03/01/18 17.46.00	-2.5
03-01-2018	6253	03/01/18 08.14.00	-1.0
03-01-2018	6265	03/01/18 17.08.00	-1.0
03-01-2018	6485	03/01/18 09.08.00	-4.0
03-01-2018	8803	03/01/18 09.38.00	-4.0
03-01-2018	8807	03/01/18 11.38.00	0.5
03-01-2018	8809	03/01/18 12.38.00	-3.0
03-01-2018	8811	03/01/18 13.38.00	10.5
03-01-2018	8813	03/01/18 14.38.00	-4.5
03-01-2018	8815	03/01/18 15.38.00	-0.5
03-01-2018	8823	03/01/18 19.38.00	10.5
03-01-2018	8829	03/01/18 21.38.00	4.5
03-03-2017	11409	03/03/17 18.20.00	12.0
03-03-2017	11421	03/03/17 19.08.00	0.0
03-03-2017	11547	03/03/17 19.28.00	3.0
03-03-2017	2123	03/03/17 08.28.00	-0.5
03-03-2017	2131	03/03/17 16.28.00	0.0
03-03-2017	2133	03/03/17 18.28.00	8.5
03-03-2017	2271	03/03/17 08.02.00	-4.0
03-03-2017	2279	03/03/17 16.08.00	3.5
03-03-2017	2281	03/03/17 18.08.00	8.0
03-03-2017	2282	03/03/17 13.52.00	1.0
03-03-2017	2283	03/03/17 20.08.00	14.5
03-03-2017	2913	03/03/17 08.40.00	7.5
03-03-2017	6253	03/03/17 08.14.00	0.5
03-03-2017	6265	03/03/17 17.08.00	1.5
03-03-2017	6485	03/03/17 09.08.00	-5.0
03-10-2017	11409	03/10/17 18.20.00	-4.5
03-10-2017	11421	03/10/17 19.08.00	-1.5
03-10-2017	11535	03/10/17 11.28.00	1.0
03-10-2017	11545	03/10/17 17.28.00	-2.5
03-10-2017	11547	03/10/17 19.28.00	6.0
03-10-2017	2123	03/10/17 08.28.00	2.0
03-10-2017	2125	03/10/17 10.28.00	10.0
03-10-2017	2127	03/10/17 12.28.00	4.5
03-10-2017	2131	03/10/17 16.28.00	-2.0
03-10-2017	2133	03/10/17 18.28.00	-4.5
03-10-2017	2137	03/10/17 20.28.00	0.0
03-10-2017	2271	03/10/17 08.02.00	-3.0
03-10-2017	2275	03/10/17 12.08.00	12.5
03-10-2017	2278	03/10/17 09.52.00	7.0
03-10-2017	2279	03/10/17 16.08.00	-5.0
03-10-2017	2281	03/10/17 18.08.00	-5.0
03-10-2017	2282	03/10/17 13.52.00	4.0
03-10-2017	2283	03/10/17 20.08.00	1.0
03-10-2017	2285	03/10/17 21.08.00	-2.5
03-10-2017	2287	03/10/17 22.08.00	-2.0
03-10-2017	2891	03/10/17 09.28.00	2.5
03-10-2017	2899	03/10/17 22.30.00	11.0
03-10-2017	2913	03/10/17 08.40.00	4.0
03-10-2017	2921	03/10/17 15.28.00	-3.5
03-10-2017	2929	03/10/17 23.28.00	5.5
03-10-2017	583	03/10/17 09.14.00	-0.5
03-10-2017	597	03/10/17 17.14.00	-3.5
03-10-2017	599	03/10/17 20.14.00	-0.5
03-10-2017	605	03/10/17 09.54.00	1.5
03-10-2017	613	03/10/17 17.46.00	7.5
03-10-2017	6253	03/10/17 08.14.00	-0.5
03-10-2017	6265	03/10/17 17.08.00	4.5
03-10-2017	6485	03/10/17 09.08.00	-1.5
03-10-2017	8803	03/10/17 09.38.00	6.0
03-10-2017	8807	03/10/17 11.38.00	-0.5
03-10-2017	8809	03/10/17 12.38.00	13.0
03-10-2017	8811	03/10/17 13.38.00	3.0
03-10-2017	8813	03/10/17 14.38.00	-0.5
03-10-2017	8815	03/10/17 15.38.00	8.5
03-10-2017	8823	03/10/17 19.38.00	3.0
03-10-2017	8829	03/10/17 21.38.00	10.0
03-11-2017	11409	03/11/17 18.20.00	-2.0
03-11-2017	11421	03/11/17 19.08.00	2.5
03-11-2017	11535	03/11/17 11.28.00	-4.5
03-11-2017	11545	03/11/17 17.28.00	-2.5
03-11-2017	11547	03/11/17 19.28.00	-0.5
03-11-2017	2123	03/11/17 08.28.00	-2.0
03-11-2017	2125	03/11/17 10.28.00	-3.5
03-11-2017	2127	03/11/17 12.28.00	0.0
03-11-2017	2131	03/11/17 16.28.00	-3.5
03-11-2017	2133	03/11/17 18.28.00	4.5
03-11-2017	2271	03/11/17 08.02.00	-6.5
03-11-2017	2275	03/11/17 12.08.00	-1.5
03-11-2017	2278	03/11/17 09.52.00	2.0
03-11-2017	2279	03/11/17 16.08.00	5.0
03-11-2017	2281	03/11/17 18.08.00	-2.0
03-11-2017	2282	03/11/17 13.52.00	4.5
03-11-2017	2891	03/11/17 09.28.00	3.0
03-11-2017	2913	03/11/17 08.40.00	1.5
03-11-2017	2921	03/11/17 15.28.00	-3.0
03-11-2017	583	03/11/17 09.14.00	-4.5
03-11-2017	597	03/11/17 17.14.00	-5.5
03-11-2017	605	03/11/17 09.54.00	-7.0
03-11-2017	613	03/11/17 17.46.00	-1.0
03-11-2017	6253	03/11/17 08.14.00	-3.0
03-11-2017	6265	03/11/17 17.08.00	-1.5
03-11-2017	6485	03/11/17 09.08.00	-1.0
03-11-2017	8803	03/11/17 09.38.00	-3.0
03-11-2017	8807	03/11/17 11.38.00	4.5
03-11-2017	8809	03/11/17 12.38.00	4.0
03-11-2017	8811	03/11/17 13.38.00	1.5
03-11-2017	8813	03/11/17 14.38.00	2.5
03-11-2017	8815	03/11/17 15.38.00	-1.5
03-11-2017	8823	03/11/17 19.38.00	23.5
04-01-2017	2123	04/01/17 08.28.00	0.0
04-01-2017	2131	04/01/17 16.28.00	-3.5
04-01-2017	2271	04/01/17 08.02.00	-4.0
04-01-2017	2279	04/01/17 16.08.00	-2.0
04-01-2017	2281	04/01/17 18.08.00	-2.0
04-01-2017	2282	04/01/17 13.52.00	2.5
04-01-2017	2913	04/01/17 08.40.00	-0.5
04-01-2017	6253	04/01/17 08.14.00	-9.5
04-01-2017	6265	04/01/17 17.08.00	-2.0
04-01-2017	6485	04/01/17 09.08.00	-1.0
04-01-2018	11409	04/01/18 18.20.00	-4.0
04-01-2018	11421	04/01/18 19.08.00	-2.5
04-01-2018	11535	04/01/18 11.28.00	0.5
04-01-2018	11545	04/01/18 17.28.00	-3.5
04-01-2018	11547	04/01/18 19.28.00	2.0
04-01-2018	2123	04/01/18 08.28.00	-2.5
04-01-2018	2125	04/01/18 10.28.00	-5.0
04-01-2018	2127	04/01/18 12.28.00	-4.0
04-01-2018	2131	04/01/18 16.28.00	-4.5
04-01-2018	2133	04/01/18 18.28.00	-4.0
04-01-2018	2137	04/01/18 20.28.00	-2.5
04-01-2018	2271	04/01/18 08.02.00	-8.0
04-01-2018	2275	04/01/18 12.08.00	-4.5
04-01-2018	2278	04/01/18 09.52.00	1.5
04-01-2018	2279	04/01/18 16.08.00	-3.5
04-01-2018	2281	04/01/18 18.08.00	-2.0
04-01-2018	2282	04/01/18 13.52.00	1.5
04-01-2018	2283	04/01/18 20.08.00	-4.5
04-01-2018	2285	04/01/18 21.08.00	-4.0
04-01-2018	2287	04/01/18 22.08.00	-2.0
04-01-2018	2891	04/01/18 09.28.00	-1.0
04-01-2018	2913	04/01/18 08.40.00	-4.0
04-01-2018	2921	04/01/18 15.28.00	-2.0
04-01-2018	583	04/01/18 09.14.00	-5.5
04-01-2018	597	04/01/18 17.14.00	-5.5
04-01-2018	599	04/01/18 20.14.00	-1.5
04-01-2018	605	04/01/18 09.54.00	-0.5
04-01-2018	613	04/01/18 17.46.00	7.0
04-01-2018	6253	04/01/18 08.14.00	-4.5
04-01-2018	6265	04/01/18 17.08.00	-0.5
04-01-2018	6485	04/01/18 09.08.00	-3.5
04-01-2018	8803	04/01/18 09.38.00	4.5
04-01-2018	8807	04/01/18 11.38.00	2.0
04-01-2018	8809	04/01/18 12.38.00	-6.0
04-01-2018	8811	04/01/18 13.38.00	4.0
04-01-2018	8813	04/01/18 14.38.00	-5.0
04-01-2018	8815	04/01/18 15.38.00	-4.0
04-01-2018	8823	04/01/18 19.38.00	5.0
04-01-2018	8829	04/01/18 21.38.00	13.5
04-03-2017	11409	04/03/17 18.20.00	1.5
04-03-2017	11421	04/03/17 19.08.00	-1.5
04-03-2017	11547	04/03/17 19.28.00	1.0
04-03-2017	2123	04/03/17 08.28.00	-1.0
04-03-2017	2131	04/03/17 16.28.00	4.5
04-03-2017	2133	04/03/17 18.28.00	-3.0
04-03-2017	2279	04/03/17 16.08.00	0.5
04-03-2017	2281	04/03/17 18.08.00	-2.0
04-03-2017	2282	04/03/17 13.52.00	1.0
04-03-2017	2283	04/03/17 20.08.00	-1.5
04-03-2017	2913	04/03/17 08.40.00	-3.0
04-03-2017	6253	04/03/17 08.14.00	4.5
04-03-2017	6265	04/03/17 17.08.00	-3.5
04-03-2017	6485	04/03/17 09.08.00	0.5
04-10-2017	11409	04/10/17 18.20.00	5.5
04-10-2017	11421	04/10/17 19.08.00	-0.5
04-10-2017	11535	04/10/17 11.28.00	12.0
04-10-2017	11545	04/10/17 17.28.00	-0.5
04-10-2017	11547	04/10/17 19.28.00	-2.5
04-10-2017	2123	04/10/17 08.28.00	-1.5
04-10-2017	2125	04/10/17 10.28.00	-2.0
04-10-2017	2127	04/10/17 12.28.00	-3.0
04-10-2017	2131	04/10/17 16.28.00	-1.0
04-10-2017	2133	04/10/17 18.28.00	-1.0
04-10-2017	2137	04/10/17 20.28.00	3.0
04-10-2017	2271	04/10/17 08.02.00	-7.5
04-10-2017	2275	04/10/17 12.08.00	-5.5
04-10-2017	2278	04/10/17 09.52.00	4.0
04-10-2017	2279	04/10/17 16.08.00	-2.5
04-10-2017	2281	04/10/17 18.08.00	-4.0
04-10-2017	2282	04/10/17 13.52.00	1.5
04-10-2017	2283	04/10/17 20.08.00	2.0
04-10-2017	2285	04/10/17 21.08.00	-2.0
04-10-2017	2287	04/10/17 22.08.00	6.0
