Giorno	Nr_treno	DataOra	Ritardo_In_Minuti
04-01-2018	8814	04/01/18 13.52.00	0.0
04-01-2018	8818	04/01/18 15.52.00	1.0
04-01-2018	8822	04/01/18 17.52.00	5.0
04-01-2018	8824	04/01/18 18.52.00	5.0
04-01-2018	8826	04/01/18 19.52.00	56.0
04-01-2018	8830	04/01/18 21.52.00	12.0
04-03-2017	11400	04/03/17 07.44.00	4.5
04-03-2017	11414	04/03/17 09.40.00	1.0
04-03-2017	11418	04/03/17 19.40.00	0.5
04-03-2017	11526	04/03/17 09.08.00	0.0
04-03-2017	2276	04/03/17 08.40.00	-0.5
04-03-2017	2286	04/03/17 18.40.00	-1.0
04-03-2017	2986	04/03/17 07.53.00	0.0
04-10-2017	11526	04/10/17 09.08.00	0.0
04-10-2017	2276	04/10/17 08.40.00	4.0
04-10-2017	2278	04/10/17 10.40.00	-0.5
04-10-2017	2280	04/10/17 12.40.00	0.5
04-10-2017	2282	04/10/17 14.40.00	6.0
04-10-2017	2284	04/10/17 16.40.00	3.0
04-10-2017	2286	04/10/17 18.40.00	6.0
04-10-2017	2288	04/10/17 20.40.00	15.5
04-10-2017	2882	04/10/17 07.13.00	0.5
04-10-2017	2986	04/10/17 07.53.00	2.0
04-10-2017	590	04/10/17 17.19.00	9.0
04-10-2017	596	04/10/17 21.20.00	10.0
04-10-2017	604	04/10/17 11.59.00	2.5
04-10-2017	612	04/10/17 19.59.00	-8.0
04-10-2017	8802	04/10/17 07.36.00	6.5
04-10-2017	8804	04/10/17 08.51.00	2.5
04-10-2017	8806	04/10/17 09.52.00	10.0
04-10-2017	8810	04/10/17 11.52.00	3.5
04-10-2017	8814	04/10/17 13.52.00	38.5
04-10-2017	8818	04/10/17 15.52.00	10.5
04-10-2017	8822	04/10/17 17.52.00	6.0
04-10-2017	8824	04/10/17 18.52.00	33.0
04-10-2017	8826	04/10/17 19.52.00	20.0
04-10-2017	8830	04/10/17 21.52.00	-0.5
04-10-2017	9560	04/10/17 22.29.00	15.5
04-11-2017	11526	04/11/17 09.08.00	12.0
04-11-2017	2130	04/11/17 14.08.00	-0.5
04-11-2017	2134	04/11/17 18.08.00	1.5
04-11-2017	2276	04/11/17 08.40.00	0.5
04-11-2017	2278	04/11/17 10.40.00	-0.5
04-11-2017	2280	04/11/17 12.40.00	0.5
04-11-2017	2282	04/11/17 14.40.00	0.5
04-11-2017	2284	04/11/17 16.40.00	1.0
04-11-2017	2286	04/11/17 18.40.00	0.5
04-11-2017	2882	04/11/17 07.13.00	-0.5
04-11-2017	2986	04/11/17 07.53.00	5.5
04-11-2017	590	04/11/17 17.19.00	3.5
04-11-2017	604	04/11/17 11.59.00	0.5
04-11-2017	612	04/11/17 19.59.00	1.5
04-11-2017	8802	04/11/17 07.36.00	3.0
04-11-2017	8804	04/11/17 08.51.00	23.0
04-11-2017	8806	04/11/17 09.52.00	2.5
04-11-2017	8810	04/11/17 11.52.00	1.5
04-11-2017	8814	04/11/17 13.52.00	0.0
04-11-2017	8818	04/11/17 15.52.00	1.5
04-11-2017	8822	04/11/17 17.52.00	0.0
04-11-2017	8824	04/11/17 18.52.00	14.5
04-11-2017	8826	04/11/17 19.52.00	2.0
04-12-2017	11526	04/12/17 09.08.00	3.5
04-12-2017	2130	04/12/17 14.08.00	7.5
04-12-2017	2134	04/12/17 18.08.00	2.0
04-12-2017	2276	04/12/17 08.40.00	11.0
04-12-2017	2278	04/12/17 10.40.00	6.0
04-12-2017	2280	04/12/17 12.40.00	3.0
04-12-2017	2282	04/12/17 14.40.00	6.5
04-12-2017	2284	04/12/17 16.40.00	2.5
04-12-2017	2286	04/12/17 18.40.00	16.0
04-12-2017	2882	04/12/17 07.13.00	3.0
04-12-2017	2986	04/12/17 07.53.00	1.5
04-12-2017	590	04/12/17 17.19.00	1.0
04-12-2017	604	04/12/17 11.59.00	-6.0
04-12-2017	612	04/12/17 19.59.00	-8.0
04-12-2017	8802	04/12/17 07.36.00	6.0
04-12-2017	8804	04/12/17 08.51.00	6.5
04-12-2017	8806	04/12/17 09.52.00	11.0
04-12-2017	8810	04/12/17 11.52.00	25.5
04-12-2017	8814	04/12/17 13.52.00	15.5
04-12-2017	8818	04/12/17 15.52.00	13.0
04-12-2017	8822	04/12/17 17.52.00	2.0
04-12-2017	8824	04/12/17 18.52.00	26.0
04-12-2017	8826	04/12/17 19.52.00	15.5
05-01-2017	11400	05/01/17 07.44.00	3.5
05-01-2017	11414	05/01/17 09.40.00	-0.5
05-01-2017	11418	05/01/17 19.40.00	2.0
05-01-2017	11526	05/01/17 09.08.00	1.0
05-01-2017	2276	05/01/17 08.40.00	0.5
05-01-2017	2286	05/01/17 18.40.00	-0.5
05-01-2017	2986	05/01/17 07.53.00	-0.5
05-01-2018	11526	05/01/18 09.08.00	0.0
05-01-2018	11536	05/01/18 15.08.00	3.0
05-01-2018	2130	05/01/18 14.08.00	-0.5
05-01-2018	2134	05/01/18 18.08.00	3.0
05-01-2018	2136	05/01/18 20.08.00	0.0
05-01-2018	2276	05/01/18 08.40.00	0.0
05-01-2018	2278	05/01/18 10.40.00	3.5
05-01-2018	2280	05/01/18 12.40.00	-2.0
05-01-2018	2282	05/01/18 14.40.00	2.0
05-01-2018	2284	05/01/18 16.40.00	0.5
05-01-2018	2286	05/01/18 18.40.00	-1.0
05-01-2018	2288	05/01/18 20.40.00	1.0
05-01-2018	2882	05/01/18 07.13.00	-1.5
05-01-2018	2986	05/01/18 07.53.00	5.5
05-01-2018	590	05/01/18 17.19.00	-1.0
05-01-2018	596	05/01/18 21.20.00	1.0
05-01-2018	604	05/01/18 11.59.00	0.0
05-01-2018	612	05/01/18 19.59.00	-0.5
05-01-2018	8802	05/01/18 07.36.00	16.5
05-01-2018	8804	05/01/18 08.51.00	0.5
05-01-2018	8806	05/01/18 09.52.00	8.5
05-01-2018	8810	05/01/18 11.52.00	1.5
05-01-2018	8814	05/01/18 13.52.00	1.5
05-01-2018	8818	05/01/18 15.52.00	0.5
05-01-2018	8822	05/01/18 17.52.00	7.5
05-01-2018	8824	05/01/18 18.52.00	4.0
05-01-2018	8826	05/01/18 19.52.00	0.0
05-01-2018	8830	05/01/18 21.52.00	1.0
05-03-2017	11418	05/03/17 19.40.00	10.5
05-03-2017	11526	05/03/17 09.08.00	1.0
05-03-2017	2276	05/03/17 08.40.00	5.0
05-03-2017	2286	05/03/17 18.40.00	5.0
05-03-2017	2986	05/03/17 07.53.00	-5.0
05-10-2017	11526	05/10/17 09.08.00	-0.5
05-10-2017	2276	05/10/17 08.40.00	4.0
05-10-2017	2278	05/10/17 10.40.00	-1.5
05-10-2017	2280	05/10/17 12.40.00	1.0
05-10-2017	2282	05/10/17 14.40.00	16.5
05-10-2017	2284	05/10/17 16.40.00	5.0
05-10-2017	2286	05/10/17 18.40.00	1.0
05-10-2017	2288	05/10/17 20.40.00	2.5
05-10-2017	2882	05/10/17 07.13.00	-0.5
05-10-2017	2986	05/10/17 07.53.00	0.0
05-10-2017	590	05/10/17 17.19.00	2.0
05-10-2017	604	05/10/17 11.59.00	-6.0
05-10-2017	612	05/10/17 19.59.00	32.0
05-10-2017	8802	05/10/17 07.36.00	4.5
05-10-2017	8804	05/10/17 08.51.00	1.0
05-10-2017	8806	05/10/17 09.52.00	3.0
05-10-2017	8810	05/10/17 11.52.00	33.5
05-10-2017	8814	05/10/17 13.52.00	4.0
05-10-2017	8818	05/10/17 15.52.00	4.5
05-10-2017	8822	05/10/17 17.52.00	23.0
05-10-2017	8824	05/10/17 18.52.00	27.0
05-10-2017	8826	05/10/17 19.52.00	12.5
05-10-2017	8830	05/10/17 21.52.00	7.0
05-10-2017	9560	05/10/17 22.29.00	1.0
05-11-2017	11526	05/11/17 09.08.00	2.5
05-11-2017	2130	05/11/17 14.08.00	0.0
05-11-2017	2134	05/11/17 18.08.00	-0.5
05-11-2017	2276	05/11/17 08.40.00	-0.5
05-11-2017	2278	05/11/17 10.40.00	2.0
05-11-2017	2280	05/11/17 12.40.00	3.5
05-11-2017	2282	05/11/17 14.40.00	0.5
05-11-2017	2284	05/11/17 16.40.00	4.5
05-11-2017	2286	05/11/17 18.40.00	1.0
05-11-2017	2882	05/11/17 07.13.00	0.5
05-11-2017	2986	05/11/17 07.53.00	-3.5
05-11-2017	590	05/11/17 17.19.00	0.5
05-11-2017	604	05/11/17 11.59.00	6.5
05-11-2017	612	05/11/17 19.59.00	3.0
05-11-2017	8802	05/11/17 07.36.00	3.0
05-11-2017	8804	05/11/17 08.51.00	0.5
05-11-2017	8806	05/11/17 09.52.00	0.0
05-11-2017	8810	05/11/17 11.52.00	7.0
05-11-2017	8814	05/11/17 13.52.00	0.5
05-11-2017	8818	05/11/17 15.52.00	1.0
05-11-2017	8822	05/11/17 17.52.00	2.0
05-11-2017	8824	05/11/17 18.52.00	7.0
05-11-2017	8826	05/11/17 19.52.00	4.5
05-12-2016	11400	05/12/16 07.44.00	3.0
05-12-2016	2276	05/12/16 08.40.00	0.0
05-12-2016	2902	05/12/16 07.13.00	0.5
05-12-2016	2986	05/12/16 07.53.00	0.0
05-12-2017	11526	05/12/17 09.08.00	10.5
05-12-2017	2130	05/12/17 14.08.00	2.5
05-12-2017	2134	05/12/17 18.08.00	2.0
05-12-2017	2276	05/12/17 08.40.00	2.0
05-12-2017	2278	05/12/17 10.40.00	10.0
05-12-2017	2280	05/12/17 12.40.00	5.0
05-12-2017	2282	05/12/17 14.40.00	4.0
05-12-2017	2284	05/12/17 16.40.00	1.5
05-12-2017	2286	05/12/17 18.40.00	1.5
05-12-2017	2882	05/12/17 07.13.00	4.0
05-12-2017	2986	05/12/17 07.53.00	8.5
05-12-2017	590	05/12/17 17.19.00	-0.5
05-12-2017	604	05/12/17 11.59.00	11.0
05-12-2017	612	05/12/17 19.59.00	1.0
05-12-2017	8802	05/12/17 07.36.00	10.0
05-12-2017	8804	05/12/17 08.51.00	19.5
05-12-2017	8806	05/12/17 09.52.00	2.0
05-12-2017	8810	05/12/17 11.52.00	9.5
05-12-2017	8814	05/12/17 13.52.00	3.0
05-12-2017	8818	05/12/17 15.52.00	4.5
05-12-2017	8822	05/12/17 17.52.00	6.5
05-12-2017	8824	05/12/17 18.52.00	11.5
05-12-2017	8826	05/12/17 19.52.00	1.0
06-01-2017	11526	06/01/17 09.08.00	0.5
06-01-2017	2276	06/01/17 08.40.00	-0.5
06-01-2017	2286	06/01/17 18.40.00	2.5
06-01-2017	2986	06/01/17 07.53.00	-4.5
06-01-2018	11526	06/01/18 09.08.00	0.0
06-01-2018	11536	06/01/18 15.08.00	-1.0
06-01-2018	2130	06/01/18 14.08.00	-1.0
06-01-2018	2134	06/01/18 18.08.00	-1.0
06-01-2018	2136	06/01/18 20.08.00	0.5
06-01-2018	2276	06/01/18 08.40.00	-1.0
06-01-2018	2278	06/01/18 10.40.00	-0.5
06-01-2018	2280	06/01/18 12.40.00	1.5
06-01-2018	2282	06/01/18 14.40.00	2.5
06-01-2018	2284	06/01/18 16.40.00	0.5
06-01-2018	2286	06/01/18 18.40.00	1.5
